,"cliente","Año-Mes","plataforma_abreviacion","inicio_reporte","fin_reporte","tipo_conversion","fuente_medio","Nombre_Campaña","llave_analytcis","conversiones","revenue","archivo"
0,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_FB",,5,4649.62,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
1,"Petco","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_FB",,5,5299.5,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
0,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_FB",,12,10111.64,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
1,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_FB",,4,4395.6,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
2,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_FIN3-5_FB",,2,4229,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
3,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_FIN3-5_FB",,3,2334.26,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
4,"Petco","2001_Enero","DSP","2020-01-25","2020-01-31","Asistida","adsocialdsp / 2001_petco_ecomm_ao_ene_dsp","2001_PETCO_ECOMM_AO_PROMOAL27_DSP",,1,568,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics All Web Site Data Conversiones asistidas 20200125-20200131.csv"
5,"Petco","2002_Febrero","DSP","2020-02-01","2020-02-08","Asistida","adsocialdsp / 2001_petco_ecomm_ao_ene_dsp","2001_PETCO_ECOMM_AO_PROMOAL27_DSP",,2,813.5,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
6,"Petco","2002_Febrero","DSP","2020-02-09","2020-02-16","Asistida","adsocialdsp / 2001_petco_ecomm_ao_ene_dsp","2001_PETCO_ECOMM_AO_PROMOAL27_DSP",,1,907.2,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
7,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_PROMOAL27_FB",,2,1095.5,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
8,"Petco","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_PROMOAL27_FB",,8,10146.2,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics All Web Site Data Conversiones asistidas 20200125-20200131.csv"
9,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_PROMOAL27_FB",,1,424,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
10,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_PROMOAL27_FB",,2,1353.04,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
11,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_PROMOAL27_FB",,4,6835.75,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
12,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2001_petco_ecomm_ene_fb","2001_PETCO_ECOMM_ENE_31_3FEB_FB",,3,3388.2,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
0,"Petco","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2001_petco_ecomm_ene_fb","2001_PETCO_ECOMM_ENE_31_3FEB_FB",,4,3139.08,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
1,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_petco_ecomm_ene_fb","2001_PETCO_ECOMM_ENE_31_3FEB_FB",,6,5541.79,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
2,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2001_petco_ecomm_ene_fb","2001_PETCO_ECOMM_ENE_31_3FEB_FB",,2,1321.3,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
3,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2001_petco_fulltrust_ene_fb","2001_PETCO_FULLTRUST_ENE_29-30_FB",,1,537.6,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
4,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_petco_fulltrust_ene_fb","2001_PETCO_FULLTRUST_ENE_29-30_FB",,1,553.04,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
5,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2001_petco_hills_ao_ene_fb","2001_PETCO_HILLS_AO_al3Feb_FB",,2,1593.6,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
6,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_petco_hills_ao_ene_fb","2001_PETCO_HILLS_AO_al3Feb_FB",,2,1823.79,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
0,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2001_petco_hills_ao_ene_fb","2001_PETCO_HILLS_AO_al3Feb_FB",,1,1532.6,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
1,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_petco_hills_ao_ene_fb","2001_PETCO_HILLS_AO_ENE_KITTEN_FB",,1,645,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
2,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2001_petco_hills_ao_ene_fb","2001_PETCO_HILLS_AO_ENE_KITTEN_FB",,1,3589.2,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
3,"Petco","2001_Enero","SEM","2020-01-17","2020-01-24","Asistida","adsocialsem / 2001_petco_hills_ao_ene_sem","2001_PETCO_HILLS_AO_ENE_KITTEN_SEM",,22,24258.89,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
4,"Petco","2001_Enero","SEM","2020-01-25","2020-01-31","Asistida","adsocialsem / 2001_petco_hills_ao_ene_sem","2001_PETCO_HILLS_AO_ENE_KITTEN_SEM",,9,8831.95,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics All Web Site Data Conversiones asistidas 20200125-20200131.csv"
5,"Petco","2002_Febrero","SEM","2020-02-17","2020-02-24","Asistida","adsocialsem / 2001_petco_hills_ao_ene_sem","2001_PETCO_HILLS_AO_ENE_KITTEN_SEM",,3,1093.35,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
6,"Petco","2002_Febrero","SEM","2020-02-01","2020-02-08","Asistida","adsocialsem / 2001_petco_hills_ao_ene_sem","2001_PETCO_HILLS_AO_ENE_KITTEN_SEM",,9,6093.96,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
0,"Petco","2002_Febrero","SEM","2020-02-09","2020-02-16","Asistida","adsocialsem / 2001_petco_hills_ao_ene_sem","2001_PETCO_HILLS_AO_ENE_KITTEN_SEM",,6,5502.4,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
0,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_petco_hills_ao_ene_fb","2001_PETCO_HILLS_AO_ENE_PUPPY_FB",,1,1232,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
1,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2001_petco_hills_ao_ene_fb","2001_PETCO_HILLS_AO_ENE_PUPPY_FB",,1,1387,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
2,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_petco_hills_ao_ene_fb","2001_PETCO_HILLS_AO_ENE_PUPPY_FB",,2,1321.04,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
3,"Petco","2001_Enero","SEM","2020-01-17","2020-01-24","Asistida","adsocialsem / 2001_petco_hills_ao_ene_sem","2001_PETCO_HILLS_AO_ENE_PUPPY_SEM",,34,42984.72,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
4,"Petco","2001_Enero","SEM","2020-01-09","2020-01-16","Asistida","adsocialsem / 2001_petco_hills_ao_ene_sem","2001_PETCO_HILLS_AO_ENE_PUPPY_SEM",,24,24116.41,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
5,"Petco","2001_Enero","SEM","2020-01-25","2020-01-31","Asistida","adsocialsem / 2001_petco_hills_ao_ene_sem","2001_PETCO_HILLS_AO_ENE_PUPPY_SEM",,8,9317.76,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics All Web Site Data Conversiones asistidas 20200125-20200131.csv"
6,"Petco","2002_Febrero","SEM","2020-02-01","2020-02-08","Asistida","adsocialsem / 2001_petco_hills_ao_ene_sem","2001_PETCO_HILLS_AO_ENE_PUPPY_SEM",,8,6126.4,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
9,"Office Depot","2002_Febrero","SEM","2020-02-17","2020-02-24","Asistida","adsocialgoogle / 2001_ppf_brotherimpresion_sem","2001_PPF_BROTHERIMPRESION_22AL31_SEM",,2,3720.2,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
10,"Office Depot","2002_Febrero","SEM","2020-02-01","2020-02-08","Asistida","adsocialgoogle / 2001_ppf_brotherimpresion_sem","2001_PPF_BROTHERIMPRESION_22AL31_SEM",,1,220.2,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200201-20200208.csv"
11,"Office Depot","2002_Febrero","SEM","2020-02-09","2020-02-16","Asistida","adsocialgoogle / 2001_ppf_brotherimpresion_sem","2001_PPF_BROTHERIMPRESION_22AL31_SEM",,1,3790,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
12,"Office Depot","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocial_fb / 2001_pyme_fb","2001_PYME_FB",,1,2974.15,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
13,"RadioShack","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_rs_ecom_ao_fb","2001_RS_ECOM_AO_10AL31_FB",,1,314,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200125-20200131.csv"
14,"RadioShack","2001_Enero","FB","2020-01-17","2020-01-24","Directa","adsocialfb / 2001_rs_ecom_ao_fb","2001_RS_ECOM_AO_10AL31_FB",,1,287,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200117-20200124.xlsx"
15,"RadioShack","2001_Enero","FB","2020-01-09","2020-01-16","Directa","adsocialfb / 2001_rs_ecom_ao_fb","2001_RS_ECOM_AO_10AL31_FB",,2,558,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200109-20200116.xlsx"
16,"RadioShack","2001_Enero","FB","2020-01-25","2020-01-31","Directa","adsocialfb / 2001_rs_ecom_ao_fb","2001_RS_ECOM_AO_10AL31_FB",,2,5403,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200125-20200131.xlsx"
17,"RadioShack","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_rs_ecom_ao_fb","2001_RS_ECOM_AO_10AL31_FB",,1,599,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200201-20200208.csv"
18,"RadioShack","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2001_rs_ecom_ao_fb","2001_RS_ECOM_AO_10AL31_FB",,6,5013,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200209-20200216.csv"
19,"RadioShack","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_rs_ecom_ao_fb","2001_RS_ECOM_AO_13AL31_FB",,4,21676,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200117-20200124.csv"
20,"RadioShack","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_rs_ecom_ao_fb","2001_RS_ECOM_AO_13AL31_FB",,4,12076,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200125-20200131.csv"
21,"RadioShack","2001_Enero","FB","2020-01-17","2020-01-24","Directa","adsocialfb / 2001_rs_ecom_ao_fb","2001_RS_ECOM_AO_13AL31_FB",,3,28677,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200117-20200124.xlsx"
22,"RadioShack","2001_Enero","FB","2020-01-09","2020-01-16","Directa","adsocialfb / 2001_rs_ecom_ao_fb","2001_RS_ECOM_AO_13AL31_FB",,2,841,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200109-20200116.xlsx"
23,"RadioShack","2001_Enero","FB","2020-01-25","2020-01-31","Directa","adsocialfb / 2001_rs_ecom_ao_fb","2001_RS_ECOM_AO_13AL31_FB",,2,998,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200125-20200131.xlsx"
24,"RadioShack","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_rs_ecom_ao_fb","2001_RS_ECOM_AO_13AL31_FB",,2,1397,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200201-20200208.csv"
25,"RadioShack","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2001_rs_ecom_ao_fb","2001_RS_ECOM_AO_13AL31_FB",,2,448,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200209-20200216.csv"
26,"RadioShack","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_rs_mkt_ao_fb","2001_RS_MKT_AO_10AL31_FB",,1,269,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200117-20200124.csv"
27,"RadioShack","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_rs_mkt_ao_fb","2001_RS_MKT_AO_10AL31_FB",,5,3798.1,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200125-20200131.csv"
28,"RadioShack","2001_Enero","FB","2020-01-17","2020-01-24","Directa","adsocialfb / 2001_rs_mkt_ao_fb","2001_RS_MKT_AO_10AL31_FB",,2,1018,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200117-20200124.xlsx"
29,"RadioShack","2001_Enero","FB","2020-01-25","2020-01-31","Directa","adsocialfb / 2001_rs_mkt_ao_fb","2001_RS_MKT_AO_10AL31_FB",,4,1436,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200125-20200131.xlsx"
30,"RadioShack","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2001_rs_mkt_ao_fb","2001_RS_MKT_AO_10AL31_FB",,6,3713,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200217-20200224.csv"
31,"RadioShack","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_rs_mkt_ao_fb","2001_RS_MKT_AO_10AL31_FB",,5,2994,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200201-20200208.csv"
32,"RadioShack","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2001_rs_mkt_ao_fb","2001_RS_MKT_AO_10AL31_FB",,4,2714,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200209-20200216.csv"
0,"RadioShack","2001_Enero","DSP","2020-01-25","2020-01-31","Directa","adsocial_dsp / 2001_rs_ppf_izettle_dsp","2001_RS_PPF_IZETTLE_09AL31_DSP",,1,99,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200125-20200131.xlsx"
1,"RadioShack","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_rs_promosfinde_fb","2001_RS_PROMOSFINDE_17AL19_FB",,6,57174,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200117-20200124.csv"
2,"RadioShack","2001_Enero","FB","2020-01-17","2020-01-24","Directa","adsocialfb / 2001_rs_promosfinde_fb","2001_RS_PROMOSFINDE_17AL19_FB",,8,61172,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200117-20200124.xlsx"
3,"RadioShack","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_rs_promosfinde_fb","2001_RS_PROMOSFINDE_17AL19_FB",,2,1497,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200201-20200208.csv"
4,"RadioShack","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 2001_rs_reyes_fb","2001_RS_REYES_1AL6_FB",,9,10880.25,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200101-20200108.csv"
5,"RadioShack","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_rs_reyes_fb","2001_RS_REYES_1AL6_FB",,2,15998,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200117-20200124.csv"
6,"RadioShack","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 2001_rs_reyes_fb","2001_RS_REYES_1AL6_FB",,1,279,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200109-20200116.csv"
7,"RadioShack","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_rs_reyes_fb","2001_RS_REYES_1AL6_FB",,2,1998,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200125-20200131.csv"
8,"RadioShack","2001_Enero","FB","2020-01-01","2020-01-08","Directa","adsocialfb / 2001_rs_reyes_fb","2001_RS_REYES_1AL6_FB",,12,18818.25,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200101-20200108.xlsx"
9,"RadioShack","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_rs_reyes_fb","2001_RS_REYES_1AL6_FB",,1,499,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200201-20200208.csv"
10,"RadioShack","2002_Febrero","FB","2020-02-09","2020-02-16","Directa","adsocialfb / 2001_rs_reyes_fb","2001_RS_REYES_1AL6_FB",,1,479,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200209-20200216.xlsx"
11,"RadioShack","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_rs_shackweekend_fb","2001_RS_SHACKWEEKEND_AUDIFONOS_30ENEAL3FEB_FB",,1,419,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200125-20200131.csv"
12,"RadioShack","2002_Febrero","FB","2020-02-01","2020-02-08","Directa","adsocialfb / 2001_rs_shackweekend_fb","2001_RS_SHACKWEEKEND_AUDIFONOS_30ENEAL3FEB_FB",,1,989,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200201-20200208.xlsx"
