,cliente_nomenclatura,campaña_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue,dias_mes,dias_semana,inversion_diaria,inversion_semanal
431,gwep,parquehacienda,2004_gwep_parquehacienda_pi_pfm_fb,2004_gwep_parquehacienda_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,parquehacienda,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,6.0,1667.0,0.0,10000.0,10000.0,10000.0,10000.0,0.0,6.0,,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,1951.69,23603.0,223.0,0.0,0.0,2004_gwep_parquehacienda_pi_pfm_fb_2020-04-25,0.0,0.0,0.0,0.0,0,0,30,6,333.3333333333333,2000.0
432,gwep,parquehacienda,2004_gwep_parquehacienda_pi_pfm_fb,2004_gwep_parquehacienda_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,parquehacienda,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,6.0,1667.0,0.0,10000.0,10000.0,10000.0,10000.0,0.0,6.0,,2020-04-01,2020-04-08,2020-04-01,2020-04-08,MXN,2628.89,49541.0,388.0,0.0,0.0,2004_gwep_parquehacienda_pi_pfm_fb_2020-04-01,0.0,0.0,0.0,0.0,0,0,30,8,333.3333333333333,2666.6666666666665
433,gwep,parquehacienda,2004_gwep_parquehacienda_pi_pfm_fb,2004_gwep_parquehacienda_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,parquehacienda,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,6.0,1667.0,0.0,10000.0,10000.0,10000.0,10000.0,0.0,6.0,,2020-04-09,2020-04-16,2020-04-09,2020-04-16,MXN,2684.99,47079.0,353.0,0.0,0.0,2004_gwep_parquehacienda_pi_pfm_fb_2020-04-09,0.0,0.0,0.0,0.0,0,0,30,8,333.3333333333333,2666.6666666666665
434,gwep,parquehacienda,2004_gwep_parquehacienda_pi_pfm_sem,2004_gwep_parquehacienda_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,parquehacienda,Google Search,2020-04-01,2020-04-30,2020-02-01,2020-04-24,10.0,900.0,0.0,9000.0,9000.0,9000.0,9000.0,0.0,10.0,,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,2369.02,12746.0,344.0,0.0,0.0,2004_gwep_parquehacienda_pi_pfm_sem_2020-04-17,0.0,0.0,0.0,0.0,0,0,30,8,300.0,2400.0
435,gwep,parquehacienda,2004_gwep_parquehacienda_pi_pfm_sem,2004_gwep_parquehacienda_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,parquehacienda,Google Search,2020-04-01,2020-04-30,2020-02-01,2020-04-30,10.0,900.0,0.0,9000.0,9000.0,9000.0,9000.0,0.0,10.0,,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,1731.38,9101.0,256.0,0.0,0.0,2004_gwep_parquehacienda_pi_pfm_sem_2020-04-25,0.0,0.0,0.0,0.0,0,0,30,6,300.0,1800.0
436,gwep,parquehacienda,2004_gwep_parquehacienda_pi_pfm_sem,2004_gwep_parquehacienda_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,parquehacienda,Google Search,2020-04-01,2020-04-30,2020-02-01,2020-04-08,10.0,900.0,0.0,9000.0,9000.0,9000.0,9000.0,0.0,10.0,,2020-04-01,2020-04-08,2020-04-01,2020-04-08,MXN,2462.0,14499.0,346.0,0.0,0.0,2004_gwep_parquehacienda_pi_pfm_sem_2020-04-01,0.0,0.0,0.0,0.0,0,0,30,8,300.0,2400.0
437,gwep,parquehacienda,2004_gwep_parquehacienda_pi_pfm_sem,2004_gwep_parquehacienda_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,parquehacienda,Google Search,2020-04-01,2020-04-30,2020-02-01,2020-04-16,10.0,900.0,0.0,9000.0,9000.0,9000.0,9000.0,0.0,10.0,,2020-04-09,2020-04-16,2020-04-09,2020-04-16,MXN,2429.67,16142.0,367.0,0.0,0.0,2004_gwep_parquehacienda_pi_pfm_sem_2020-04-09,0.0,0.0,0.0,0.0,0,0,30,8,300.0,2400.0
438,gwep,reservadelsur,2001_gwep_reservadelsur_pi_pfm_dsp,2001_gwep_reservadelsur_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,reservadelsur,Programmatic,2020-01-01,2020-01-31,2020-01-07,2020-01-31,34.56,111492.0,147.17,3852.83,4000.0,2600.0,2452.83,147.17,22.0,,2020-01-01,2020-01-08,2020-01-07,2020-01-08,MXN,865.96992,25057.0,17.0,0.0,0.0,2001_gwep_reservadelsur_pi_pfm_dsp_2020-01-01,0.0,0.0,0.0,0.0,0,0,31,2,129.03225806451613,258.06451612903226
439,gwep,reservadelsur,2001_gwep_reservadelsur_pi_pfm_dsp,2001_gwep_reservadelsur_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,reservadelsur,Programmatic,2020-01-01,2020-01-31,2020-01-07,2020-01-31,34.56,111492.0,147.17,3852.83,4000.0,2600.0,2452.83,147.17,22.0,,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,1720.60416,49786.0,49.0,0.0,0.0,2001_gwep_reservadelsur_pi_pfm_dsp_2020-01-17,0.0,0.0,0.0,0.0,0,0,31,8,129.03225806451613,1032.258064516129
440,gwep,reservadelsur,2001_gwep_reservadelsur_pi_pfm_dsp,2001_gwep_reservadelsur_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,reservadelsur,Programmatic,2020-01-01,2020-01-31,2020-01-07,2020-01-31,34.56,111492.0,147.17,3852.83,4000.0,2600.0,2452.83,147.17,22.0,,2020-01-09,2020-01-16,2020-01-09,2020-01-16,MXN,791.49312,22902.0,23.0,0.0,0.0,2001_gwep_reservadelsur_pi_pfm_dsp_2020-01-09,0.0,0.0,0.0,0.0,0,0,31,8,129.03225806451613,1032.258064516129
441,gwep,reservadelsur,2001_gwep_reservadelsur_pi_pfm_dsp,2001_gwep_reservadelsur_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,reservadelsur,Programmatic,2020-01-01,2020-01-31,2020-01-07,2020-01-31,34.56,111492.0,147.17,3852.83,4000.0,2600.0,2452.83,147.17,22.0,,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,839.808,24300.0,21.0,1.0,0.0,2001_gwep_reservadelsur_pi_pfm_dsp_2020-01-25,1.0,0.0,0.0,0.0,0,0,31,7,129.03225806451613,903.2258064516129
442,gwep,reservadelsur,2001_gwep_reservadelsur_pi_pfm_fb,2001_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,reservadelsur,Facebook,2020-01-01,2020-01-31,2019-12-06,2020-01-31,6.0,1667.0,0.0,10000.0,10000.0,10000.0,10000.0,0.0,6.0,,2020-01-01,2020-01-08,2020-01-01,2020-01-08,MXN,1522.3,18478.0,129.0,0.0,0.0,2001_gwep_reservadelsur_pi_pfm_fb_2020-01-01,0.0,0.0,0.0,0.0,0,0,31,8,322.5806451612903,2580.6451612903224
443,gwep,reservadelsur,2001_gwep_reservadelsur_pi_pfm_fb,2001_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,reservadelsur,Facebook,2020-01-01,2020-01-31,2019-12-06,2020-01-31,6.0,1667.0,0.0,10000.0,10000.0,10000.0,10000.0,0.0,6.0,,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,2949.11,27338.0,172.0,0.0,0.0,2001_gwep_reservadelsur_pi_pfm_fb_2020-01-17,0.0,0.0,0.0,0.0,0,0,31,8,322.5806451612903,2580.6451612903224
444,gwep,reservadelsur,2001_gwep_reservadelsur_pi_pfm_fb,2001_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,reservadelsur,Facebook,2020-01-01,2020-01-31,2019-12-06,2020-01-31,6.0,1667.0,0.0,10000.0,10000.0,10000.0,10000.0,0.0,6.0,,2020-01-09,2020-01-16,2020-01-09,2020-01-16,MXN,2960.38,30250.0,234.0,0.0,0.0,2001_gwep_reservadelsur_pi_pfm_fb_2020-01-09,0.0,0.0,0.0,0.0,0,0,31,8,322.5806451612903,2580.6451612903224
445,gwep,reservadelsur,2001_gwep_reservadelsur_pi_pfm_fb,2001_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,reservadelsur,Facebook,2020-01-01,2020-01-31,2019-12-06,2020-01-31,6.0,1667.0,0.0,10000.0,10000.0,10000.0,10000.0,0.0,6.0,,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,2555.45,23814.0,180.0,0.0,0.0,2001_gwep_reservadelsur_pi_pfm_fb_2020-01-25,0.0,0.0,0.0,0.0,0,0,31,7,322.5806451612903,2258.064516129032
446,gwep,reservadelsur,2001_gwep_reservadelsur_pi_pfm_sem,2001_gwep_reservadelsur_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,reservadelsur,Google Search,2020-01-01,2020-01-31,2019-12-01,2020-01-31,10.0,1300.0,0.0,13000.0,13000.0,13000.0,13000.0,0.0,10.0,,2020-01-01,2020-01-08,2020-01-01,2020-01-08,MXN,521.61,5220.0,89.0,0.0,0.0,2001_gwep_reservadelsur_pi_pfm_sem_2020-01-01,0.0,0.0,0.0,0.0,0,0,31,8,419.35483870967744,3354.8387096774195
447,gwep,reservadelsur,2001_gwep_reservadelsur_pi_pfm_sem,2001_gwep_reservadelsur_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,reservadelsur,Google Search,2020-01-01,2020-01-31,2019-12-01,2020-01-31,10.0,1300.0,0.0,13000.0,13000.0,13000.0,13000.0,0.0,10.0,,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,6258.51,136897.0,1117.0,0.0,0.0,2001_gwep_reservadelsur_pi_pfm_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0,31,8,419.35483870967744,3354.8387096774195
448,gwep,reservadelsur,2001_gwep_reservadelsur_pi_pfm_sem,2001_gwep_reservadelsur_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,reservadelsur,Google Search,2020-01-01,2020-01-31,2019-12-01,2020-01-31,10.0,1300.0,0.0,13000.0,13000.0,13000.0,13000.0,0.0,10.0,,2020-01-09,2020-01-16,2020-01-09,2020-01-16,MXN,3399.03,87871.0,685.0,0.0,0.0,2001_gwep_reservadelsur_pi_pfm_sem_2020-01-09,0.0,0.0,0.0,0.0,0,0,31,8,419.35483870967744,3354.8387096774195
449,gwep,reservadelsur,2001_gwep_reservadelsur_pi_pfm_sem,2001_gwep_reservadelsur_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,reservadelsur,Google Search,2020-01-01,2020-01-31,2019-12-01,2020-01-31,10.0,1300.0,0.0,13000.0,13000.0,13000.0,13000.0,0.0,10.0,,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,3022.46,38510.0,507.0,0.0,0.0,2001_gwep_reservadelsur_pi_pfm_sem_2020-01-25,0.0,0.0,0.0,0.0,0,0,31,7,419.35483870967744,2935.483870967742
452,gwep,reservadelsur,2002_gwep_reservadelsur_pi_pfm_dsp,2002_gwep_reservadelsur_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,reservadelsur,Programmatic,2020-02-01,2020-02-28,2020-02-01,2020-02-29,34.56,41038.0,54.17,1418.13,1472.3,957.0,902.83,54.17,22.0,,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,528.97536,15306.0,12.0,0.0,0.0,2002_gwep_reservadelsur_pi_pfm_dsp_2020-02-01,0.0,0.0,0.0,0.0,0,0,28,8,52.582142857142856,420.65714285714284
453,gwep,reservadelsur,2002_gwep_reservadelsur_pi_pfm_dsp,2002_gwep_reservadelsur_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,reservadelsur,Programmatic,2020-02-01,2020-02-28,2020-02-01,2020-02-29,34.56,41038.0,54.17,1418.13,1472.3,957.0,902.83,54.17,22.0,,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,46.10304,1334.0,0.0,0.0,0.0,2002_gwep_reservadelsur_pi_pfm_dsp_2020-02-09,0.0,0.0,0.0,0.0,0,0,28,8,52.582142857142856,420.65714285714284
454,gwep,reservadelsur,2002_gwep_reservadelsur_pi_pfm_fb,2002_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,reservadelsur,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-02-29,6.0,2088.0,0.0,12527.7,12527.7,12527.7,12527.7,0.0,6.0,,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,4104.75,56277.0,351.0,0.0,0.0,2002_gwep_reservadelsur_pi_pfm_fb_2020-02-17,0.0,0.0,0.0,0.0,0,0,28,8,447.41785714285714,3579.342857142857
455,gwep,reservadelsur,2002_gwep_reservadelsur_pi_pfm_fb,2002_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,reservadelsur,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-02-29,6.0,2088.0,0.0,12527.7,12527.7,12527.7,12527.7,0.0,6.0,,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,2822.55,32335.0,201.0,0.0,0.0,2002_gwep_reservadelsur_pi_pfm_fb_2020-02-25,0.0,0.0,0.0,0.0,0,0,28,5,447.41785714285714,2237.089285714286
456,gwep,reservadelsur,2002_gwep_reservadelsur_pi_pfm_fb,2002_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,reservadelsur,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-02-29,6.0,2088.0,0.0,12527.7,12527.7,12527.7,12527.7,0.0,6.0,,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,2717.21,34210.0,185.0,0.0,0.0,2002_gwep_reservadelsur_pi_pfm_fb_2020-02-01,0.0,0.0,0.0,0.0,0,0,28,8,447.41785714285714,3579.342857142857
457,gwep,reservadelsur,2002_gwep_reservadelsur_pi_pfm_fb,2002_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,reservadelsur,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-02-29,6.0,2088.0,0.0,12527.7,12527.7,12527.7,12527.7,0.0,6.0,,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,2716.94,36924.0,222.0,0.0,0.0,2002_gwep_reservadelsur_pi_pfm_fb_2020-02-09,0.0,0.0,0.0,0.0,0,0,28,8,447.41785714285714,3579.342857142857
458,gwep,reservadelsur,2002_gwep_reservadelsur_pi_pfm_sem,2002_gwep_reservadelsur_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,reservadelsur,Google Search,2020-02-01,2020-02-28,2020-02-01,2020-02-24,10.0,1300.0,0.0,13000.0,13000.0,13000.0,13000.0,0.0,10.0,,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,3566.5,36515.0,490.0,0.0,0.0,2002_gwep_reservadelsur_pi_pfm_sem_2020-02-17,0.0,0.0,0.0,0.0,0,0,28,8,464.2857142857143,3714.285714285714
459,gwep,reservadelsur,2002_gwep_reservadelsur_pi_pfm_sem,2002_gwep_reservadelsur_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,reservadelsur,Google Search,2020-02-01,2020-02-28,2020-02-01,2020-02-29,10.0,1300.0,0.0,13000.0,13000.0,13000.0,13000.0,0.0,10.0,,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,2146.17,24985.0,291.0,0.0,0.0,2002_gwep_reservadelsur_pi_pfm_sem_2020-02-25,0.0,0.0,0.0,0.0,0,0,28,5,464.2857142857143,2321.4285714285716
460,gwep,reservadelsur,2002_gwep_reservadelsur_pi_pfm_sem,2002_gwep_reservadelsur_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,reservadelsur,Google Search,2020-02-01,2020-02-28,2020-02-01,2020-02-08,10.0,1300.0,0.0,13000.0,13000.0,13000.0,13000.0,0.0,10.0,,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,3676.73,24268.0,546.0,0.0,0.0,2002_gwep_reservadelsur_pi_pfm_sem_2020-02-01,0.0,0.0,0.0,0.0,0,0,28,8,464.2857142857143,3714.285714285714
461,gwep,reservadelsur,2002_gwep_reservadelsur_pi_pfm_sem,2002_gwep_reservadelsur_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,reservadelsur,Google Search,2020-02-01,2020-02-28,2020-02-01,2020-02-16,10.0,1300.0,0.0,13000.0,13000.0,13000.0,13000.0,0.0,10.0,,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,3600.45,22488.0,507.0,0.0,0.0,2002_gwep_reservadelsur_pi_pfm_sem_2020-02-09,0.0,0.0,0.0,0.0,0,0,28,8,464.2857142857143,3714.285714285714
462,gwep,reservadelsur,2003_gwep_reservadelsur_pi_pfm_fb,2003_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,reservadelsur,Facebook,2020-03-01,2020-03-31,2020-03-01,2020-03-31,6.0,1833.0,0.0,11000.0,11000.0,11000.0,11000.0,0.0,6.0,,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,2836.39,35749.0,217.0,0.0,0.0,2003_gwep_reservadelsur_pi_pfm_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,8,354.83870967741933,2838.7096774193546
463,gwep,reservadelsur,2003_gwep_reservadelsur_pi_pfm_fb,2003_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,reservadelsur,Facebook,2020-03-01,2020-03-31,2020-03-01,2020-03-31,6.0,1833.0,0.0,11000.0,11000.0,11000.0,11000.0,0.0,6.0,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,2805.11,47320.0,319.0,0.0,0.0,2003_gwep_reservadelsur_pi_pfm_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,354.83870967741933,2838.7096774193546
464,gwep,reservadelsur,2003_gwep_reservadelsur_pi_pfm_fb,2003_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,reservadelsur,Facebook,2020-03-01,2020-03-31,2020-03-01,2020-03-31,6.0,1833.0,0.0,11000.0,11000.0,11000.0,11000.0,0.0,6.0,,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,2398.84,44916.0,384.0,0.0,0.0,2003_gwep_reservadelsur_pi_pfm_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0,31,7,354.83870967741933,2483.870967741935
465,gwep,reservadelsur,2003_gwep_reservadelsur_pi_pfm_fb,2003_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,reservadelsur,Facebook,2020-03-01,2020-03-31,2020-03-01,2020-03-31,6.0,1833.0,0.0,11000.0,11000.0,11000.0,11000.0,0.0,6.0,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,2840.86,32561.0,248.0,0.0,0.0,2003_gwep_reservadelsur_pi_pfm_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0,31,8,354.83870967741933,2838.7096774193546
466,gwep,reservadelsur,2003_gwep_reservadelsur_pi_pfm_gdn,2003_gwep_reservadelsur_pi_pfm_gdn_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,reservadelsur,Google Display,2020-03-01,2020-03-31,2020-03-02,2020-03-08,2.5,800.0,0.0,2000.0,2000.0,2000.0,2000.0,0.0,2.5,,2020-03-01,2020-03-08,2020-03-02,2020-03-08,MXN,477.79,93029.0,573.0,0.0,0.0,2003_gwep_reservadelsur_pi_pfm_gdn_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,7,64.51612903225806,451.61290322580646
467,gwep,reservadelsur,2003_gwep_reservadelsur_pi_pfm_gdn,2003_gwep_reservadelsur_pi_pfm_gdn_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,reservadelsur,Google Display,2020-03-01,2020-03-31,2020-03-02,2020-03-24,2.5,800.0,0.0,2000.0,2000.0,2000.0,2000.0,0.0,2.5,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,513.07,53222.0,307.0,0.0,0.0,2003_gwep_reservadelsur_pi_pfm_gdn_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,64.51612903225806,516.1290322580645
469,gwep,reservadelsur,2003_gwep_reservadelsur_pi_pfm_gdn,2003_gwep_reservadelsur_pi_pfm_gdn_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,reservadelsur,Google Display,2020-03-01,2020-03-31,2020-03-02,2020-03-16,2.5,800.0,0.0,2000.0,2000.0,2000.0,2000.0,0.0,2.5,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,535.64,73266.0,480.0,0.0,0.0,2003_gwep_reservadelsur_pi_pfm_gdn_2020-03-09,0.0,0.0,0.0,0.0,0,0,31,8,64.51612903225806,516.1290322580645
470,gwep,reservadelsur,2003_gwep_reservadelsur_pi_pfm_sem,2003_gwep_reservadelsur_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,reservadelsur,Google Search,2020-03-01,2020-03-31,2020-02-01,2020-03-08,10.0,1200.0,0.0,12000.0,12000.0,12000.0,12000.0,0.0,10.0,,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,3160.71,17619.0,415.0,0.0,0.0,2003_gwep_reservadelsur_pi_pfm_sem_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,8,387.0967741935484,3096.7741935483873
471,gwep,reservadelsur,2003_gwep_reservadelsur_pi_pfm_sem,2003_gwep_reservadelsur_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,reservadelsur,Google Search,2020-03-01,2020-03-31,2020-02-01,2020-03-24,10.0,1200.0,0.0,12000.0,12000.0,12000.0,12000.0,0.0,10.0,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,3016.47,27930.0,407.0,0.0,0.0,2003_gwep_reservadelsur_pi_pfm_sem_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,387.0967741935484,3096.7741935483873
472,gwep,reservadelsur,2003_gwep_reservadelsur_pi_pfm_sem,2003_gwep_reservadelsur_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,reservadelsur,Google Search,2020-03-01,2020-03-31,2020-02-01,2020-03-31,10.0,1200.0,0.0,12000.0,12000.0,12000.0,12000.0,0.0,10.0,,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,2717.79,27185.0,351.0,0.0,0.0,2003_gwep_reservadelsur_pi_pfm_sem_2020-03-25,0.0,0.0,0.0,0.0,0,0,31,7,387.0967741935484,2709.677419354839
473,gwep,reservadelsur,2003_gwep_reservadelsur_pi_pfm_sem,2003_gwep_reservadelsur_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,reservadelsur,Google Search,2020-03-01,2020-03-31,2020-02-01,2020-03-16,10.0,1200.0,0.0,12000.0,12000.0,12000.0,12000.0,0.0,10.0,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,3090.12,26702.0,406.0,0.0,0.0,2003_gwep_reservadelsur_pi_pfm_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0,31,8,387.0967741935484,3096.7741935483873
475,gwep,reservadelsur,2004_gwep_reservadelsur_pi_pfm_fb,2004_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,reservadelsur,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,6.0,1833.0,0.0,11000.0,11000.0,11000.0,11000.0,0.0,6.0,,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,2913.2799999999997,70977.0,625.0,0.0,0.0,2004_gwep_reservadelsur_pi_pfm_fb_2020-04-17,0.0,0.0,0.0,0.0,0,0,30,8,366.6666666666667,2933.3333333333335
476,gwep,reservadelsur,2004_gwep_reservadelsur_pi_pfm_fb,2004_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,reservadelsur,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,6.0,1833.0,0.0,11000.0,11000.0,11000.0,11000.0,0.0,6.0,,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,2246.49,49396.0,405.0,0.0,0.0,2004_gwep_reservadelsur_pi_pfm_fb_2020-04-25,0.0,0.0,0.0,0.0,0,0,30,6,366.6666666666667,2200.0
477,gwep,reservadelsur,2004_gwep_reservadelsur_pi_pfm_fb,2004_gwep_reservadelsur_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,reservadelsur,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,6.0,1833.0,0.0,11000.0,11000.0,11000.0,11000.0,0.0,6.0,,2020-04-01,2020-04-08,2020-04-01,2020-04-08,MXN,2853.73,66543.0,549.0,0.0,0.0,2004_gwep_reservadelsur_pi_pfm_fb_2020-04-01,0.0,0.0,0.0,0.0,0,0,30,8,366.6666666666667,2933.3333333333335
