,cliente_nomenclatura,campaña_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue
1824,odcam-sv,precioslocos,2001_odcam-sv_precioslocos_pi_pfm_fb,2001_odcam-sv_precioslocos_pi_pfm_fb_VC3,VC3,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,precioslocos,Facebook,2020-01-03,2020-01-06,2020-01-03 00:00:00,2020-01-06 00:00:00,0.28,2303.0,0.0,640.0,640.0,518.14,518.14,0.0,0.23,semana_1,2020-01-01 00:00:00,2020-01-08 00:00:00,2020-01-03 00:00:00,2020-01-06 00:00:00,MXN,9840.0,2037615.0,13380.0,0.0,0.0,2001_odcam-sv_precioslocos_pi_pfm_fb_2020-01-01,0.0,0.0,0.0,0.0,0,0
1825,odcam-sv,precioslocos,2001_odcam-sv_precioslocos_pi_pfm_sem,2001_odcam-sv_precioslocos_pi_pfm_sem_V3,V3,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,precioslocos,Google Search,2020-01-03,2020-01-06,2020-01-03 00:00:00,2020-01-06 00:00:00,0.7,185.0,0.0,129.54,129.54,129.54,129.54,0.0,0.7,semana_1,2020-01-01 00:00:00,2020-01-08 00:00:00,2020-01-03 00:00:00,2020-01-06 00:00:00,USD,124.74,4155.0,1213.0,0.0,0.0,2001_odcam-sv_precioslocos_pi_pfm_sem_2020-01-01,0.0,0.0,0.0,0.0,0,0
1826,odcam-sv,precioslocos,2001_odcam-sv_precioslocos_pi_pfm_sem,2001_odcam-sv_precioslocos_pi_pfm_sem_V3,V3,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,precioslocos,Google Search,2020-01-03,2020-01-06,2020-01-03 00:00:00,2020-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_1,2020-01-01 00:00:00,2020-01-08 00:00:00,2020-01-03 00:00:00,2020-01-06 00:00:00,USD,124.74,4155.0,1213.0,0.0,0.0,2001_odcam-sv_precioslocos_pi_pfm_sem_2020-01-01,0.0,0.0,0.0,0.0,0,0
1827,odcam-sv,precioslocos,2001_odcam-sv_precioslocos_pi_pfm_sem,2001_odcam-sv_precioslocos_pi_pfm_sem_VC3,VC3,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,precioslocos,Google Search,2020-01-03,2020-01-06,2020-01-03 00:00:00,2020-01-06 00:00:00,0.86,185.0,0.0,160.0,160.0,129.54,129.54,0.0,0.7,semana_1,2020-01-01 00:00:00,2020-01-08 00:00:00,2020-01-03 00:00:00,2020-01-06 00:00:00,USD,124.74,4155.0,1213.0,0.0,0.0,2001_odcam-sv_precioslocos_pi_pfm_sem_2020-01-01,0.0,0.0,0.0,0.0,0,0
1828,odcam-sv,precioslocos,2001_odcam-sv_precioslocos_pi_pfm_sem,2001_odcam-sv_precioslocos_pi_pfm_sem_VC3,VC3,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,precioslocos,Google Search,2020-01-03,2020-01-06,2020-01-03 00:00:00,2020-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_1,2020-01-01 00:00:00,2020-01-08 00:00:00,2020-01-03 00:00:00,2020-01-06 00:00:00,USD,124.74,4155.0,1213.0,0.0,0.0,2001_odcam-sv_precioslocos_pi_pfm_sem_2020-01-01,0.0,0.0,0.0,0.0,0,0
1829,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_dsp,2001_petco_ao-ecomm_pi_pfm_dsp_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Programmatic,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-03 00:00:00,36.25,1469287.0,1939.46,53260.54,55200.0,35880.0,33940.54,1939.46,23.1,semana_1,2020-01-01 00:00:00,2020-01-08 00:00:00,2020-01-01 00:00:00,2019-12-31 00:00:00,MXN,20011.8125,552050.0,405.0,76.0,103350.46,2001_petco_ao-ecomm_pi_pfm_dsp_2020-01-01,0.0,76.0,0.0,103350.46,0,0
1832,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_dsp,2001_petco_ao-ecomm_pi_pfm_dsp_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Programmatic,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-09 00:00:00,2020-01-16 00:00:00,MXN,0.0,337753.0,209.0,133.0,150409.66,2001_petco_ao-ecomm_pi_pfm_dsp_2020-01-09,133.0,0.0,150409.66,0.0,0,0
1830,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_dsp,2001_petco_ao-ecomm_pi_pfm_dsp_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Programmatic,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_3,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-06 00:00:00,MXN,0.0,225301.0,156.0,225.0,313564.46,2001_petco_ao-ecomm_pi_pfm_dsp_2020-01-17,0.0,225.0,0.0,313564.46,0,0
1831,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_dsp,2001_petco_ao-ecomm_pi_pfm_dsp_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Programmatic,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_4,2020-01-25 00:00:00,2020-01-31 00:00:00,2020-01-25 00:00:00,2019-12-31 00:00:00,MXN,0.0,205841.0,137.0,161.0,215594.55,2001_petco_ao-ecomm_pi_pfm_dsp_2020-01-25,0.0,161.0,0.0,215594.55,0,0
1834,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_dsp,2001_petco_ao-ecomm_pi_pfm_dsp_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Programmatic,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_5,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-01 00:00:00,2020-01-31 00:00:00,MXN,0.0,54984.0,46.0,152.0,190902.15,2001_petco_ao-ecomm_pi_pfm_dsp_2020-02-01,0.0,152.0,0.0,190902.15,0,0
1836,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_dsp,2001_petco_ao-ecomm_pi_pfm_dsp_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Programmatic,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_6,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-02-16 00:00:00,MXN,0.0,0.0,0.0,121.0,188132.62,2001_petco_ao-ecomm_pi_pfm_dsp_2020-02-09,121.0,0.0,188132.62,0.0,0,0
1833,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_dsp,2001_petco_ao-ecomm_pi_pfm_dsp_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Programmatic,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_7,2020-02-17 00:00:00,2020-02-24 00:00:00,2020-02-17 00:00:00,2020-01-31 00:00:00,MXN,0.0,0.0,0.0,92.0,126978.26,2001_petco_ao-ecomm_pi_pfm_dsp_2020-02-17,0.0,92.0,0.0,126978.26,0,0
1835,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_dsp,2001_petco_ao-ecomm_pi_pfm_dsp_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Programmatic,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_8,2020-02-25 00:00:00,2020-02-29 00:00:00,2020-02-25 00:00:00,2020-02-29 00:00:00,MXN,0.0,0.0,0.0,14.0,25160.49,2001_petco_ao-ecomm_pi_pfm_dsp_2020-02-25,14.0,0.0,25160.49,0.0,0,0
1837,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_dsp,2001_petco_ao-ecomm_pi_pfm_dsp_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Programmatic,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_9,2020-03-01 00:00:00,2020-03-08 00:00:00,2020-03-01 00:00:00,2020-01-31 00:00:00,MXN,0.0,0.0,0.0,3.0,2942.5,2001_petco_ao-ecomm_pi_pfm_dsp_2020-03-01,0.0,3.0,0.0,2942.5,0,0
1838,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_fb,2001_petco_ao-ecomm_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Facebook,2020-01-29,2020-02-02,2019-12-30 00:00:00,2020-02-02 00:00:00,4.0,7500.0,0.0,30000.0,30000.0,88600.0,88600.0,0.0,4.0,semana_1,2020-01-01 00:00:00,2020-01-08 00:00:00,2020-01-01 00:00:00,2020-01-08 00:00:00,MXN,71329.34,5673693.0,48449.0,0.0,0.0,2001_petco_ao-ecomm_pi_pfm_fb_2020-01-01,0.0,0.0,0.0,0.0,0,0
1840,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_fb,2001_petco_ao-ecomm_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Facebook,2020-01-29,2020-02-02,2019-12-30 00:00:00,2020-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-09 00:00:00,2020-01-16 00:00:00,MXN,45316.979999999996,3402569.0,28741.0,0.0,0.0,2001_petco_ao-ecomm_pi_pfm_fb_2020-01-09,0.0,0.0,0.0,0.0,0,0
1839,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_fb,2001_petco_ao-ecomm_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Facebook,2020-01-29,2020-02-02,2019-12-30 00:00:00,2020-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_3,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-24 00:00:00,MXN,4811.360000000001,282763.0,3497.0,0.0,0.0,2001_petco_ao-ecomm_pi_pfm_fb_2020-01-17,0.0,0.0,0.0,0.0,0,0
1841,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_fb,2001_petco_ao-ecomm_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Facebook,2020-01-29,2020-02-02,2019-12-30 00:00:00,2020-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_4,2020-01-25 00:00:00,2020-01-31 00:00:00,2020-01-25 00:00:00,2020-01-31 00:00:00,MXN,26444.07,1767636.0,21508.0,0.0,0.0,2001_petco_ao-ecomm_pi_pfm_fb_2020-01-25,0.0,0.0,0.0,0.0,0,0
1842,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_fb,2001_petco_ao-ecomm_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Facebook,2020-01-29,2020-02-02,2019-12-30 00:00:00,2020-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_5,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-01 00:00:00,2020-02-02 00:00:00,MXN,15361.650000000001,1292160.0,12999.0,0.0,0.0,2001_petco_ao-ecomm_pi_pfm_fb_2020-02-01,0.0,0.0,0.0,0.0,0,0
1843,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_fb,2001_petco_ao-ecomm_pi_pfm_fb_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Facebook,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-02 00:00:00,4.0,36800.0,0.0,147200.0,147200.0,88600.0,88600.0,0.0,4.0,semana_1,2020-01-01 00:00:00,2020-01-08 00:00:00,2020-01-01 00:00:00,2020-01-08 00:00:00,MXN,71329.34,5673693.0,48449.0,0.0,0.0,2001_petco_ao-ecomm_pi_pfm_fb_2020-01-01,0.0,0.0,0.0,0.0,0,0
1845,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_fb,2001_petco_ao-ecomm_pi_pfm_fb_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Facebook,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-09 00:00:00,2020-01-16 00:00:00,MXN,45316.979999999996,3402569.0,28741.0,0.0,0.0,2001_petco_ao-ecomm_pi_pfm_fb_2020-01-09,0.0,0.0,0.0,0.0,0,0
1844,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_fb,2001_petco_ao-ecomm_pi_pfm_fb_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Facebook,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_3,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-24 00:00:00,MXN,4811.360000000001,282763.0,3497.0,0.0,0.0,2001_petco_ao-ecomm_pi_pfm_fb_2020-01-17,0.0,0.0,0.0,0.0,0,0
1846,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_fb,2001_petco_ao-ecomm_pi_pfm_fb_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Facebook,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_4,2020-01-25 00:00:00,2020-01-31 00:00:00,2020-01-25 00:00:00,2020-01-31 00:00:00,MXN,26444.07,1767636.0,21508.0,0.0,0.0,2001_petco_ao-ecomm_pi_pfm_fb_2020-01-25,0.0,0.0,0.0,0.0,0,0
1847,petco,ao-ecomm,2001_petco_ao-ecomm_pi_pfm_fb,2001_petco_ao-ecomm_pi_pfm_fb_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,ao-ecomm,Facebook,2020-01-01,2020-01-31,2019-12-30 00:00:00,2020-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_5,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-01 00:00:00,2020-02-02 00:00:00,MXN,15361.650000000001,1292160.0,12999.0,0.0,0.0,2001_petco_ao-ecomm_pi_pfm_fb_2020-02-01,0.0,0.0,0.0,0.0,0,0
1849,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_dsp,2002_petco_ao-ecomm_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Programmatic,2020-02-01,2020-02-29,2020-02-03 00:00:00,2020-03-01 00:00:00,36.25,1224406.0,1616.22,44383.78,46000.0,29900.0,28283.78,1616.22,23.1,semana_5,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-03 00:00:00,2020-01-31 00:00:00,MXN,8475.50375,233807.0,205.0,7.0,5458.86,2002_petco_ao-ecomm_pi_pfm_dsp_2020-02-01,0.0,7.0,0.0,5458.86,0,0
1850,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_dsp,2002_petco_ao-ecomm_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Programmatic,2020-02-01,2020-02-29,2020-02-03 00:00:00,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_6,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-01-31 00:00:00,MXN,0.0,451895.0,274.0,18.0,25887.22,2002_petco_ao-ecomm_pi_pfm_dsp_2020-02-09,0.0,18.0,0.0,25887.22,0,0
1851,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_dsp,2002_petco_ao-ecomm_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Programmatic,2020-02-01,2020-02-29,2020-02-03 00:00:00,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_7,2020-02-17 00:00:00,2020-02-24 00:00:00,2020-02-17 00:00:00,2020-02-24 00:00:00,MXN,0.0,416326.0,197.0,37.0,48466.63,2002_petco_ao-ecomm_pi_pfm_dsp_2020-02-17,37.0,0.0,48466.63,0.0,0,0
1848,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_dsp,2002_petco_ao-ecomm_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Programmatic,2020-02-01,2020-02-29,2020-02-03 00:00:00,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_8,2020-02-25 00:00:00,2020-02-29 00:00:00,2020-02-25 00:00:00,2020-01-31 00:00:00,MXN,0.0,310668.0,169.0,30.0,29724.45,2002_petco_ao-ecomm_pi_pfm_dsp_2020-02-25,0.0,30.0,0.0,29724.45,0,0
1852,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_dsp,2002_petco_ao-ecomm_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Programmatic,2020-02-01,2020-02-29,2020-02-03 00:00:00,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_9,2020-03-01 00:00:00,2020-03-08 00:00:00,2020-03-01 00:00:00,2020-02-29 00:00:00,MXN,0.0,102778.0,67.0,40.0,52799.3,2002_petco_ao-ecomm_pi_pfm_dsp_2020-03-01,0.0,40.0,0.0,52799.3,0,0
1855,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_dsp,2002_petco_ao-ecomm_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Programmatic,2020-02-01,2020-02-29,2020-02-03 00:00:00,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_10,2020-03-09 00:00:00,2020-03-16 00:00:00,2020-03-09 00:00:00,2020-03-16 00:00:00,MXN,0.0,1.0,0.0,0.0,0.0,2002_petco_ao-ecomm_pi_pfm_dsp_2020-03-09,0.0,0.0,0.0,0.0,0,0
1853,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_dsp,2002_petco_ao-ecomm_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Programmatic,2020-02-01,2020-02-29,2020-02-03 00:00:00,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_11,2020-03-17 00:00:00,2020-03-24 00:00:00,2020-03-17 00:00:00,2020-03-24 00:00:00,MXN,0.0,2.0,0.0,0.0,0.0,2002_petco_ao-ecomm_pi_pfm_dsp_2020-03-17,0.0,0.0,0.0,0.0,0,0
1854,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_dsp,2002_petco_ao-ecomm_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Programmatic,2020-02-01,2020-02-29,2020-02-03 00:00:00,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_12,2020-03-25 00:00:00,2020-03-31 00:00:00,2020-03-25 00:00:00,2020-03-31 00:00:00,MXN,0.0,2.0,0.0,0.0,0.0,2002_petco_ao-ecomm_pi_pfm_dsp_2020-03-25,0.0,0.0,0.0,0.0,0,0
1857,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_dsp,2002_petco_ao-ecomm_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Programmatic,2020-02-01,2020-02-29,2020-02-03 00:00:00,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_14,2020-04-09 00:00:00,2020-04-16 00:00:00,2020-04-01 00:00:00,2020-04-16 00:00:00,MXN,0.0,1.0,1.0,0.0,0.0,2002_petco_ao-ecomm_pi_pfm_dsp_2020-04-09,0.0,0.0,0.0,0.0,0,0
1856,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_dsp,2002_petco_ao-ecomm_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Programmatic,2020-02-01,2020-02-29,2020-02-03 00:00:00,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-17 00:00:00,2020-04-24 00:00:00,MXN,0.0,1.0,0.0,0.0,0.0,2002_petco_ao-ecomm_pi_pfm_dsp_2020-04-17,0.0,0.0,0.0,0.0,0,0
1860,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_fb,2002_petco_ao-ecomm_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Facebook,2020-02-01,2020-02-29,2020-02-03 00:00:00,2020-03-01 00:00:00,4.0,36800.0,0.0,147200.0,147200.0,147200.0,147200.0,0.0,4.0,semana_5,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-03 00:00:00,2020-02-08 00:00:00,MXN,27880.04,2337992.0,24921.0,0.0,0.0,2002_petco_ao-ecomm_pi_pfm_fb_2020-02-01,0.0,0.0,0.0,0.0,0,0
1861,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_fb,2002_petco_ao-ecomm_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Facebook,2020-02-01,2020-02-29,2020-02-04 00:00:00,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_6,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-02-16 00:00:00,MXN,68813.35,5166088.0,44800.0,0.0,0.0,2002_petco_ao-ecomm_pi_pfm_fb_2020-02-09,0.0,0.0,0.0,0.0,0,0
1858,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_fb,2002_petco_ao-ecomm_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Facebook,2020-02-01,2020-02-29,2020-02-04 00:00:00,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_7,2020-02-17 00:00:00,2020-02-24 00:00:00,2020-02-17 00:00:00,2020-02-24 00:00:00,MXN,34591.87,2415920.0,19559.0,0.0,0.0,2002_petco_ao-ecomm_pi_pfm_fb_2020-02-17,0.0,0.0,0.0,0.0,0,0
1859,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_fb,2002_petco_ao-ecomm_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Facebook,2020-02-01,2020-02-29,2020-02-04 00:00:00,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_8,2020-02-25 00:00:00,2020-02-29 00:00:00,2020-02-25 00:00:00,2020-02-29 00:00:00,MXN,30031.730000000003,1742177.0,19237.0,0.0,0.0,2002_petco_ao-ecomm_pi_pfm_fb_2020-02-25,0.0,0.0,0.0,0.0,0,0
1862,petco,ao-ecomm,2002_petco_ao-ecomm_pi_pfm_fb,2002_petco_ao-ecomm_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,ao-ecomm,Facebook,2020-02-01,2020-02-29,2020-02-04 00:00:00,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_9,2020-03-01 00:00:00,2020-03-08 00:00:00,2020-03-01 00:00:00,2020-03-01 00:00:00,MXN,4282.84,263422.0,1951.0,0.0,0.0,2002_petco_ao-ecomm_pi_pfm_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0
1863,petco,ao-ecomm,2003_petco_ao-ecomm_pi_pfm_dsp,2003_petco_ao-ecomm_pi_pfm_dsp_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-ecomm,Programmatic,2020-03-01,2020-03-31,2020-03-02 00:00:00,2020-03-31 00:00:00,36.25,1224406.0,1616.22,44383.78,46000.0,29900.0,28283.78,1616.22,23.1,semana_9,2020-03-01 00:00:00,2020-03-08 00:00:00,2020-03-02 00:00:00,2020-02-10 00:00:00,MXN,11678.69875,322171.0,222.0,38.0,65462.93,2003_petco_ao-ecomm_pi_pfm_dsp_2020-03-01,0.0,38.0,0.0,65462.93,0,0
1864,petco,ao-ecomm,2003_petco_ao-ecomm_pi_pfm_dsp,2003_petco_ao-ecomm_pi_pfm_dsp_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-ecomm,Programmatic,2020-03-01,2020-03-31,2020-03-02 00:00:00,2020-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_10,2020-03-09 00:00:00,2020-03-16 00:00:00,2020-03-09 00:00:00,2020-02-16 00:00:00,MXN,0.0,367401.0,204.0,128.0,215771.28,2003_petco_ao-ecomm_pi_pfm_dsp_2020-03-09,0.0,128.0,0.0,215771.28,0,0
